region,Shortage_%,xwater,xwatersc,lambdawater,xwater_TAF,xwatersc_TAF,Ratio,penalty,hu,month,xwater_monthly_TAF,xwatersc_monthly_TAF,water_type,month_name
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,386.8943830509288,hu207,12,4.878461542916539,2.927076927492988,SW,September
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,1762.518856120898,hu207,12,22.224102584397567,13.33446155857917,GW,September
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,125.64818036778112,hu207,1,1.8174532045471539,1.1813445836048926,SW,October
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,572.3972661198918,hu207,1,8.279509042937034,5.381680880866733,GW,October
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,8.207261149970547,hu207,2,0.11871491520138394,0.07716469492330767,SW,November
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,37.388634127643606,hu207,2,0.5408123914729712,0.35152805465062387,GW,November
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,2.629951086730894,hu207,3,0.03804124354519486,0.024726808317965993,SW,December
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,11.980888283996295,hu207,3,0.17329899837255436,0.1126443490040673,GW,December
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,0.7708477323176756,hu207,4,0.01115001965979849,0.007247512782852102,SW,January
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,3.511639669447189,hu207,4,0.05079453400574868,0.033016447121881794,GW,January
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,0.5894717953017521,hu207,5,0.008526485622198847,0.005542215657475137,SW,February
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,2.685371511930204,hu207,5,0.03884287894557252,0.025247871328497845,GW,February
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,18.500345575624216,hu207,6,0.2676004718351638,0.17394030678845043,SW,March
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,84.27935206673253,hu207,6,1.2190688161379684,0.7923947309251631,GW,March
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,196.29410783548346,hu207,7,2.8393197121922165,1.845557813939221,SW,April
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,894.2287134727579,hu207,7,12.934678688875652,8.407541152389785,GW,April
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,575.6418801042877,hu207,8,8.326441151831872,5.412186751665143,SW,May
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,2622.3685649195327,hu207,8,37.93156524723409,24.655517424252317,GW,May
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,711.1297050551827,hu207,9,10.286221077918809,6.686043704321738,SW,June
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,3239.5908785847214,hu207,9,46.85945157718569,30.458643541910135,GW,June
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,829.0694080997873,hu207,10,11.992174085867978,7.794913160098108,SW,July
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,3776.8717480101423,hu207,10,54.631015280065235,35.510159951558045,GW,July
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,672.2245665652669,hu207,11,9.723473026853684,6.320257470928377,SW,August
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,3062.3563587973267,hu207,11,44.29582156677789,28.792284034229272,GW,August
