date,d64-c8,d9-d85,sr_whi-d73,d94-sink,d5-d73,d77-d75,d61-c301,d503-d511,d507-d509,sr_blb-c9,c9-c12,c23-c25,c25-c31,d42-d43,d672-d675,d645-d646,d649-d695,d624-c48,sr_eng-c28,c83-c31,c41-c42,sr_dnp-d662,c37-c38,sr_sha,sr_gnt-sr_ml,d616-c42,c35-sr_rll_cmb,n201-n202,sr_cfw-c33,c33-c308,d609-d608,d675-d676,d662-d663,sr_cmn-c38,sr_cle
1985-02-28,13.88,97.19,11.11,16.66,180.49,180.49,277.68,0.00,0.00,1.64,0.00,44.43,94.41,94.41,20.23,14.99,12.22,0.00,36.22,24.15,0.22,0.00,25.40,1700,5.25,168.05,0.10,1.20,0.60,0.60,0.00,20.23,16.66,12.22,700
1985-03-31,15.37,90.44,12.30,18.45,199.83,199.83,276.69,0.00,0.00,1.78,0.00,49.19,104.53,104.53,12.30,19.68,13.53,0.00,36.22,24.15,1.84,0.00,35.50,1700,5.81,156.27,0.10,1.20,0.60,0.60,0.00,12.30,18.45,13.53,700
1985-04-30,14.88,87.52,11.90,32.13,193.39,193.39,297.52,351.61,0.00,1.79,2.38,41.65,59.50,166.61,45.64,14.88,4.46,0.00,36.22,60.37,0.00,0.00,37.70,1700,6.90,264.79,0.10,1.20,1.50,1.50,0.00,45.64,34.63,13.09,700
1985-05-31,15.37,90.44,17.06,179.79,199.83,199.83,307.44,481.57,0.00,1.84,1.45,43.04,61.49,151.30,38.79,17.52,3.69,0.00,0.00,90.56,0.00,10.00,12.10,1700,7.13,272.93,0.10,4.60,4.00,1.60,0.00,38.79,33.32,13.53,700
1985-06-30,14.88,71.52,11.90,46.59,193.39,193.39,297.52,622.70,0.00,1.79,0.00,41.65,59.50,59.50,11.90,14.28,0.89,0.00,0.00,60.39,0.00,0.00,2.20,1700,6.90,97.08,0.10,4.50,4.50,1.35,0.00,11.90,4.46,5.95,700
1985-07-31,15.37,73.90,5.23,27.67,199.83,199.83,307.44,1114.74,0.00,0.00,0.00,43.04,61.49,61.49,12.30,11.68,0.92,0.00,0.00,33.81,0.00,0.00,0.00,1700,7.13,98.78,0.10,4.60,3.70,0.74,0.00,12.30,4.61,6.15,700
1985-08-31,15.37,73.90,5.23,27.67,199.83,199.83,307.44,996.54,0.00,0.00,0.00,43.04,61.49,61.49,12.30,10.15,0.92,0.00,0.00,15.09,0.00,0.00,0.00,1700,7.13,102.60,0.10,4.60,3.70,0.74,0.00,12.30,4.61,6.15,700
1985-09-30,22.31,71.52,8.93,26.78,193.39,232.06,297.52,546.12,178.51,1.79,1.23,46.02,59.50,65.74,11.90,3.87,0.89,0.00,30.19,15.09,0.00,0.00,1.40,1700,6.90,122.52,0.10,4.50,1.80,0.00,0.00,11.90,4.46,5.95,700
1985-10-31,30.74,92.23,12.30,22.93,251.50,199.83,307.44,459.29,245.95,0.37,0.00,49.19,104.53,104.53,39.08,5.41,2.34,0.00,42.26,30.19,0.00,0.00,0.70,1700,6.30,141.21,0.10,4.60,0.60,0.60,0.00,39.08,9.22,19.98,700
1985-11-30,29.75,99.49,11.90,17.85,238.80,193.39,297.52,432.66,267.77,1.79,0.00,47.60,101.16,101.16,11.90,16.07,13.09,0.00,42.26,30.19,0.00,0.00,7.90,1700,6.10,132.46,0.10,1.20,0.60,0.60,0.00,11.90,8.93,19.34,700
1985-12-31,30.74,106.65,12.30,18.45,247.23,199.83,307.44,416.42,276.69,1.50,0.00,49.19,104.53,104.53,12.30,16.60,13.53,0.00,42.26,30.19,6.04,0.00,20.00,1700,6.30,129.37,0.10,1.20,0.60,0.60,0.00,12.30,9.22,19.98,700
1986-01-31,15.37,106.65,12.30,18.45,237.60,199.83,307.44,0.00,0.00,1.84,0.00,49.19,104.53,104.53,13.49,16.60,13.53,0.00,42.26,30.19,7.23,0.00,48.00,2000,6.30,114.77,0.10,1.20,0.60,0.60,0.00,13.49,9.22,19.98,1100
1986-02-28,13.88,96.33,11.11,16.66,249.92,180.49,277.68,0.00,0.00,1.67,0.00,44.43,94.41,94.41,12.30,14.99,12.22,0.00,42.26,30.19,190.40,0.00,359.20,2000,5.69,842.13,0.10,1.20,0.60,0.60,77.75,12.30,8.33,18.05,1100
1986-03-31,15.37,106.65,12.30,18.45,276.69,199.83,276.69,0.00,0.00,1.84,0.00,49.19,104.53,104.53,98.58,19.68,13.53,1.00,42.26,30.19,78.99,0.00,209.40,2000,6.30,1523.14,0.10,1.20,0.60,0.60,86.08,98.58,9.22,19.98,1100
1986-04-30,14.88,103.21,11.90,27.37,267.77,193.39,297.52,0.00,0.00,1.79,1.45,41.65,59.50,166.61,117.07,13.98,3.57,1.00,42.26,60.37,0.00,0.00,46.90,2000,8.15,704.14,0.10,1.20,1.50,1.50,79.12,117.07,64.24,19.34,1100
1986-05-31,15.37,106.65,17.06,289.54,199.83,199.83,307.44,0.00,0.00,1.84,2.46,43.04,61.49,172.16,100.72,18.45,4.61,1.00,0.00,90.56,0.00,0.00,23.70,2000,8.42,696.39,0.10,4.60,4.00,1.60,86.08,100.72,61.94,19.98,1100
1986-06-30,14.88,104.13,11.90,150.31,193.39,193.39,297.52,214.60,0.00,1.79,0.00,41.65,59.50,157.47,65.45,16.36,1.49,0.00,0.00,60.39,0.00,0.00,6.30,2000,8.15,514.74,0.10,4.50,4.50,1.35,83.31,65.45,14.88,19.34,1100
1986-07-31,15.37,107.60,5.23,67.76,199.83,199.83,307.44,1210.26,0.00,0.00,0.00,43.04,61.49,61.49,26.38,15.37,1.54,0.00,0.00,33.81,0.00,0.00,0.70,2000,8.42,182.43,0.10,4.60,3.70,0.74,0.00,26.38,15.37,6.15,1100
1986-08-31,15.37,107.60,5.23,27.67,199.83,199.83,307.44,444.13,0.00,0.00,0.00,43.04,61.49,61.49,24.59,12.30,1.54,0.00,0.00,15.09,0.00,0.00,0.20,2000,8.42,179.89,0.10,4.60,3.70,0.74,0.00,24.59,15.37,6.15,1100
1986-09-30,22.31,91.24,8.93,26.78,193.39,232.06,297.52,79.67,178.51,1.79,2.38,46.02,59.50,166.61,23.80,9.17,1.49,0.00,42.26,15.09,0.00,0.00,0.30,2000,8.15,204.17,0.10,4.50,1.80,0.54,0.00,23.80,14.88,5.95,1100
1986-10-31,30.74,92.23,12.30,22.93,269.96,199.83,307.44,0.00,245.95,0.00,0.00,49.19,104.53,104.53,51.77,6.21,3.14,0.00,36.22,24.15,0.00,0.00,0.70,2000,4.40,234.19,0.10,4.60,0.60,0.60,0.00,51.77,24.40,7.99,1100
1986-11-30,29.75,114.54,11.90,17.85,266.36,193.39,297.52,0.00,267.77,1.79,0.00,47.60,101.16,101.16,17.85,16.07,13.09,0.00,36.22,24.15,0.00,0.00,0.70,2000,4.25,196.24,0.10,1.20,0.60,0.60,0.00,17.85,17.85,7.74,1100
1986-12-31,30.74,122.97,12.30,18.45,273.08,199.83,307.44,0.00,276.69,1.50,0.00,49.19,104.53,104.53,18.45,16.60,13.53,0.00,36.22,24.15,0.00,0.00,1.70,2000,4.40,133.24,0.10,1.20,0.60,0.60,0.00,18.45,18.45,7.99,1100
1987-01-31,15.37,104.53,12.30,18.45,215.53,199.83,307.44,52.46,0.00,1.51,0.00,49.19,104.53,104.53,22.02,16.60,13.53,0.00,36.22,24.15,0.00,0.00,4.00,1700,4.40,125.74,0.10,1.20,0.60,0.60,0.00,22.02,18.45,7.99,700
1987-02-28,13.88,80.25,11.11,16.66,180.49,180.49,277.68,0.00,0.00,1.64,0.00,44.43,94.41,94.41,20.23,14.99,12.22,0.00,36.22,24.15,4.25,0.00,13.10,1700,3.97,123.69,0.10,1.20,0.60,0.60,0.00,20.23,16.66,7.22,700
1987-03-31,15.37,49.19,12.30,18.45,199.83,199.83,199.83,0.00,0.00,1.78,0.00,49.19,104.53,104.53,12.30,19.68,13.53,0.00,36.22,24.15,3.82,0.00,20.90,1700,4.40,156.04,0.10,1.20,0.60,0.60,0.00,12.30,18.45,7.99,700
1987-04-30,11.19,47.60,11.90,32.13,193.39,193.39,208.26,297.46,0.00,1.79,0.00,41.65,59.50,128.77,45.64,14.88,4.46,0.00,36.22,60.37,0.00,0.00,5.20,1700,4.94,190.41,0.10,1.20,1.50,1.50,0.00,45.64,25.00,7.74,700
1987-05-31,11.56,49.19,17.06,179.79,199.83,199.83,215.21,606.55,0.00,1.84,0.00,43.04,61.49,61.49,38.79,17.52,3.69,0.00,0.00,90.56,0.00,5.91,2.20,1700,5.10,196.07,0.10,4.60,4.00,1.60,0.00,38.79,24.30,7.99,700
1987-06-30,11.19,47.60,11.90,46.59,193.39,193.39,208.26,662.89,0.00,0.00,0.00,41.65,59.50,59.50,11.90,14.28,0.89,0.00,0.00,60.39,0.00,0.00,0.50,1700,4.94,78.91,0.10,4.50,4.50,1.35,0.00,11.90,2.98,5.95,700
1987-07-31,11.56,49.19,5.23,27.67,199.83,199.83,215.21,1111.42,0.00,0.00,0.00,43.04,61.49,61.49,12.30,11.68,0.92,0.00,0.00,33.81,0.00,0.00,0.30,1700,5.10,71.62,0.10,4.60,3.70,0.74,0.00,12.30,3.07,6.15,700
1987-08-31,11.56,49.19,5.23,27.67,199.83,199.83,215.21,905.66,0.00,0.00,0.00,43.04,61.49,61.49,12.30,10.15,0.92,0.00,0.00,15.09,0.00,0.00,0.20,1700,5.10,77.84,0.10,4.60,3.70,0.50,0.00,12.30,3.07,6.15,700
1987-09-30,16.72,47.60,8.93,26.78,193.39,232.06,208.26,139.43,178.51,0.00,0.00,46.02,59.50,59.50,11.90,3.57,0.89,0.00,30.19,15.09,0.00,0.00,0.00,1700,4.94,98.38,0.10,4.50,1.80,0.50,0.00,11.90,2.98,5.95,700
1987-10-31,23.06,53.91,12.30,22.93,221.10,199.83,215.21,392.27,245.95,0.00,0.00,49.19,73.78,73.78,39.08,5.41,2.34,0.00,36.22,24.15,0.00,0.00,0.00,1700,4.40,113.42,0.10,4.60,0.60,0.42,0.00,39.08,7.74,7.99,700
1987-11-30,22.31,52.17,8.93,17.85,206.65,193.39,208.26,332.63,267.77,1.79,0.00,47.60,71.40,71.40,11.90,16.07,13.09,0.00,36.22,24.15,0.00,0.00,0.70,1700,4.25,103.89,0.10,1.20,0.60,0.60,0.00,11.90,8.93,7.74,700
1987-12-31,30.74,53.91,9.22,18.45,212.88,199.83,215.21,206.61,276.69,1.50,0.00,49.19,73.78,73.78,12.30,16.60,13.53,0.00,36.22,24.15,0.34,0.00,1.70,1700,4.40,102.00,0.10,1.20,0.60,0.60,0.00,12.30,9.22,7.99,700
1988-01-31,15.37,53.91,12.30,18.45,227.25,199.83,215.21,0.00,0.00,1.84,0.00,49.19,73.78,73.78,13.49,16.60,13.53,0.00,36.22,24.15,1.54,0.00,14.90,650,4.40,101.39,0.10,1.20,0.60,0.60,0.00,13.49,9.22,7.99,500
1988-02-29,13.88,48.69,11.11,16.66,180.49,180.49,194.38,0.00,0.00,1.64,0.00,44.43,66.64,66.64,12.30,14.48,11.80,0.00,36.22,24.15,0.00,0.00,6.18,650,3.97,111.25,0.10,1.16,0.58,0.58,0.00,12.30,8.33,7.22,500
1988-03-31,15.37,49.19,12.30,18.45,199.83,199.83,199.83,0.00,0.00,1.84,0.00,49.19,61.49,61.49,7.69,19.68,13.53,0.00,36.22,24.15,0.00,0.00,10.20,650,4.40,96.28,0.10,1.20,0.60,0.60,0.00,7.69,9.22,7.99,500
1988-04-30,11.19,47.60,11.90,32.13,193.39,193.39,193.39,61.74,0.00,1.79,2.38,41.65,44.63,127.95,22.81,13.98,3.57,0.00,36.22,60.37,0.00,0.00,8.80,650,4.94,119.01,0.10,1.20,1.50,1.50,0.00,22.81,19.30,7.74,500
1988-05-31,11.56,49.19,14.58,179.79,199.83,199.83,199.83,84.63,0.00,1.84,1.45,43.04,46.12,115.41,22.81,17.52,3.69,0.00,0.00,66.41,0.00,0.00,5.40,650,5.10,122.97,0.10,4.60,4.00,1.60,0.00,22.81,18.95,7.99,500
1988-06-30,11.19,47.60,8.93,46.59,193.39,193.39,193.39,420.94,0.00,0.00,0.00,41.65,44.63,44.63,0.00,14.28,0.89,0.00,0.00,48.30,0.00,0.00,3.10,650,4.94,66.13,0.10,4.50,4.50,1.35,0.00,0.00,2.98,5.95,500
1988-07-31,11.56,49.19,5.23,27.67,199.83,199.83,199.83,922.88,0.00,0.00,0.00,43.04,46.12,46.12,0.00,11.68,0.92,0.00,0.00,33.81,0.00,0.00,0.70,650,5.10,51.42,0.10,4.60,3.70,0.50,0.00,0.00,3.07,6.15,500
1988-08-31,11.56,49.19,5.23,27.67,199.83,199.83,199.83,496.78,0.00,0.00,0.00,43.04,46.12,46.12,0.00,10.15,0.92,0.00,0.00,15.09,0.00,0.00,0.60,650,5.10,64.37,0.10,4.60,3.70,0.72,0.00,0.00,3.07,6.15,500
1988-09-30,16.72,47.60,8.93,26.78,193.39,232.06,193.39,151.68,178.51,1.79,1.23,46.02,44.63,64.01,0.00,2.55,0.89,0.00,24.15,15.09,0.00,0.00,0.30,650,4.94,81.81,0.10,4.50,1.80,0.50,0.00,0.00,2.98,5.95,500
1988-10-31,23.06,55.42,9.22,22.93,199.83,199.83,199.83,392.79,184.46,0.00,0.00,49.19,55.34,55.34,6.76,3.28,2.34,0.00,36.22,24.15,0.00,0.00,0.00,650,5.81,50.44,0.10,4.60,0.60,0.54,0.00,6.76,7.74,7.99,500
1988-11-30,22.31,53.64,8.93,17.85,193.39,193.39,193.39,261.02,208.26,1.79,0.00,47.60,53.55,53.55,11.90,16.07,13.09,0.00,36.22,24.15,0.00,0.00,2.80,650,5.62,92.36,0.10,1.20,0.60,0.60,0.00,11.90,8.93,7.74,500
1988-12-31,30.74,55.42,9.22,18.45,212.66,199.83,199.83,0.00,215.21,1.50,0.00,49.19,55.34,55.34,12.30,16.60,13.53,0.00,36.22,24.15,1.16,0.00,3.80,650,5.81,97.32,0.10,1.20,0.60,0.60,0.00,12.30,9.22,7.99,500
1989-01-31,15.37,55.42,9.22,18.45,199.83,199.83,199.83,565.85,0.00,1.51,0.00,49.19,55.34,55.34,7.69,16.60,13.53,0.00,36.22,24.15,0.00,0.00,6.80,1700,5.81,84.85,0.10,1.20,0.60,0.60,0.00,7.69,9.22,7.99,700
1989-02-28,13.88,44.43,8.33,16.66,180.49,180.49,180.49,0.00,0.00,1.64,0.00,44.43,49.98,49.98,6.94,14.99,12.22,0.00,36.22,24.15,0.00,0.00,11.20,1700,5.25,115.62,0.10,1.20,0.60,0.60,0.00,6.94,8.33,7.22,700
1989-03-31,15.37,49.19,9.22,18.45,199.83,199.83,199.83,0.00,0.00,1.78,0.00,49.19,46.12,46.12,7.69,19.68,13.53,0.00,36.22,24.15,2.67,0.00,102.70,1700,5.81,117.30,0.10,1.20,0.60,0.60,0.00,7.69,9.22,7.99,700
1989-04-30,14.88,47.60,11.90,29.34,193.39,193.39,238.02,0.00,0.00,1.79,1.45,41.65,44.63,166.61,22.81,13.98,3.57,0.00,36.22,60.37,0.00,0.00,34.00,1700,6.90,114.48,0.10,1.20,1.50,1.50,0.00,22.81,26.52,7.74,700
1989-05-31,15.37,49.19,17.06,257.57,199.83,199.83,245.95,453.37,0.00,1.84,2.46,43.04,46.12,118.10,22.81,17.52,3.69,0.00,0.00,90.56,0.00,0.00,11.40,1700,7.13,106.72,0.10,4.60,4.00,1.60,0.00,22.81,25.72,7.99,700
1989-06-30,14.88,104.13,8.93,126.15,193.39,193.39,238.02,602.40,0.00,0.00,0.00,41.65,44.63,44.63,0.00,14.28,0.89,0.00,0.00,60.39,0.00,0.00,3.10,1700,6.90,57.63,0.10,4.50,4.50,1.35,0.00,0.00,2.98,5.95,700
1989-07-31,15.37,107.60,5.23,67.76,199.83,199.83,245.95,1206.27,0.00,0.00,0.00,43.04,46.12,46.12,0.00,11.68,0.92,0.00,0.00,33.81,0.00,0.00,0.10,1700,7.13,52.39,0.10,4.60,3.70,0.74,0.00,0.00,3.07,6.15,700
1989-08-31,15.37,107.60,5.23,27.67,199.83,199.83,245.95,1051.70,0.00,0.00,0.00,43.04,46.12,46.12,0.00,10.15,0.92,0.00,0.00,15.09,0.00,0.00,0.20,1700,7.13,66.66,0.10,4.60,3.70,0.74,0.00,0.00,3.07,6.15,700
1989-09-30,22.31,91.24,8.93,26.78,193.39,232.06,238.02,570.70,178.51,1.79,1.23,46.02,44.63,107.72,0.00,3.87,0.89,0.00,30.19,15.09,0.00,0.00,0.30,1700,6.90,105.43,0.10,4.50,1.80,0.54,0.00,0.00,2.98,5.95,700
1989-10-31,30.74,92.23,9.22,22.93,243.59,199.83,245.95,653.60,245.95,1.55,0.00,49.19,55.34,55.34,6.76,5.41,2.34,0.00,36.22,24.15,0.00,0.00,2.80,1700,4.40,69.15,0.10,4.60,0.60,0.60,0.00,6.76,7.74,7.99,700
1989-11-30,29.75,100.16,8.93,17.85,228.00,193.39,238.02,676.38,267.77,1.79,0.00,47.60,53.55,53.55,11.90,16.07,13.09,0.00,36.22,24.15,0.00,0.00,3.80,1700,4.25,95.71,0.10,1.20,0.60,0.60,0.00,11.90,8.93,7.74,700
1989-12-31,30.74,107.60,9.22,18.45,240.38,199.83,245.95,578.47,276.69,1.50,0.00,49.19,55.34,55.34,12.30,16.60,13.53,0.00,36.22,24.15,0.00,0.00,2.80,1700,4.40,94.25,0.10,1.20,0.60,0.60,0.00,12.30,9.22,7.99,700
1990-01-31,15.37,91.46,9.22,18.45,199.83,199.83,245.95,462.05,0.00,1.51,0.00,49.19,55.34,55.34,7.69,16.60,13.53,0.00,36.22,24.15,0.00,0.00,8.80,650,4.40,83.04,0.10,1.20,0.60,0.60,0.00,7.69,9.22,7.99,500
1990-02-28,13.88,70.22,8.33,16.66,180.49,180.49,222.15,0.00,0.00,1.67,0.00,44.43,49.98,49.98,6.94,14.99,12.22,0.00,36.22,24.15,1.27,0.00,12.10,650,3.97,116.70,0.10,1.20,0.60,0.60,0.00,6.94,8.33,7.22,500
1990-03-31,15.37,77.74,9.22,18.45,199.83,199.83,199.83,0.00,0.00,1.07,0.00,49.19,46.12,46.12,6.57,19.68,13.53,0.00,36.22,24.15,0.00,0.00,31.60,650,4.40,91.65,0.10,1.20,0.60,0.60,0.00,6.57,9.22,7.99,500
1990-04-30,11.19,75.24,8.93,32.13,193.39,193.39,193.39,64.45,0.00,0.00,0.00,41.65,44.63,101.15,19.49,13.98,3.57,0.00,36.22,60.37,0.00,0.00,16.00,650,4.94,75.07,0.10,1.20,1.50,1.50,0.00,19.49,19.87,7.74,500
1990-05-31,11.56,77.74,14.58,179.79,199.83,199.83,199.83,57.70,0.00,0.00,0.00,43.04,46.12,133.71,19.49,17.52,3.69,0.00,0.00,66.41,0.00,0.00,6.30,650,5.10,108.77,0.10,4.60,4.00,1.60,0.00,19.49,19.48,7.99,500
1990-06-30,11.19,78.92,2.98,46.59,193.39,193.39,193.39,462.56,0.00,0.00,0.00,41.65,44.63,44.63,0.00,14.28,0.89,0.00,0.00,48.30,0.00,0.00,6.30,650,4.94,57.86,0.10,4.50,4.50,1.35,0.00,0.00,2.98,5.95,500
1990-07-31,11.56,81.55,5.23,27.67,199.83,199.83,199.83,964.80,0.00,0.00,0.00,43.04,46.12,46.12,0.00,11.68,0.92,0.00,0.00,33.81,0.00,0.00,0.70,650,5.10,47.94,0.10,4.60,3.70,0.74,0.00,0.00,3.07,6.15,500
1990-08-31,11.56,81.55,5.23,27.67,199.83,199.83,199.83,841.99,0.00,0.00,0.00,43.04,46.12,46.12,0.00,10.15,0.92,0.00,0.00,15.09,0.00,0.00,0.00,650,5.10,58.51,0.10,4.60,3.70,0.74,0.00,0.00,3.07,6.15,500
1990-09-30,16.72,78.92,8.93,26.78,193.39,232.06,193.39,39.45,178.51,0.00,0.00,46.02,44.63,44.63,0.00,2.17,0.89,0.00,24.15,15.09,0.00,0.00,0.00,650,4.94,76.64,0.10,4.50,1.80,0.54,0.00,0.00,2.98,5.95,500
1990-10-31,23.06,87.46,9.22,22.93,199.83,199.83,199.83,231.25,184.46,0.30,0.00,49.19,55.34,55.34,5.78,3.01,2.34,0.00,36.22,24.15,0.00,0.00,0.00,650,4.40,65.08,0.10,4.60,0.60,0.60,0.00,5.78,7.74,7.99,500
1990-11-30,22.31,84.64,8.93,17.85,193.39,193.39,193.39,263.95,208.26,1.79,0.00,47.60,53.55,53.55,10.17,16.07,13.09,0.00,36.22,24.15,0.00,0.00,0.70,650,4.25,97.48,0.10,1.20,0.60,0.60,0.00,10.17,8.93,7.74,500
1990-12-31,30.74,87.46,9.22,18.45,199.83,199.83,199.83,0.00,215.21,1.50,0.00,49.19,55.34,55.34,10.51,15.33,13.53,0.00,36.22,24.15,0.00,0.00,0.70,650,4.40,85.58,0.10,1.20,0.60,0.60,0.00,10.51,9.22,7.99,500
1991-01-31,15.37,74.34,9.22,18.45,199.83,199.83,199.83,297.99,0.00,1.51,0.00,49.19,55.34,55.34,6.57,16.17,13.53,0.00,36.22,24.15,0.00,0.00,0.00,650,4.40,75.59,0.10,1.20,0.60,0.60,0.00,6.57,9.22,7.99,500
1991-02-28,13.88,57.08,8.33,16.66,180.49,180.49,180.49,0.00,0.00,1.64,0.00,44.43,49.98,49.98,5.93,14.99,12.22,0.00,36.22,24.15,1.42,0.00,1.90,650,3.97,105.13,0.10,1.20,0.60,0.60,0.00,5.93,8.33,7.22,500
1991-03-31,15.37,63.19,3.07,18.45,199.83,199.83,215.21,0.00,0.00,1.78,0.00,49.19,46.12,46.12,5.14,19.68,13.53,0.00,36.22,24.15,5.80,0.00,48.10,650,4.40,148.33,0.10,1.20,0.60,0.60,0.00,5.14,9.22,7.99,500
1991-04-30,14.88,61.15,2.98,35.70,193.39,193.39,208.26,0.00,0.00,0.00,0.00,41.65,44.63,166.61,15.24,13.98,3.57,0.00,36.22,60.37,0.00,0.00,27.70,650,4.94,92.81,0.10,0.90,1.50,1.50,0.00,15.24,26.40,7.74,500
1991-05-31,15.37,63.19,9.62,92.11,199.83,199.83,215.21,0.00,0.00,1.84,0.00,43.04,46.12,172.16,15.24,17.52,3.69,0.00,0.00,66.41,0.00,0.00,19.00,650,5.10,100.92,0.10,2.50,4.00,1.60,0.00,15.24,25.60,7.99,500
1991-06-30,14.88,93.00,2.98,46.59,193.39,193.39,208.26,447.81,0.00,0.00,0.00,41.65,44.63,67.97,0.00,15.77,0.89,0.00,0.00,48.30,0.00,0.00,7.20,650,4.94,59.30,0.10,2.40,4.50,1.35,0.00,0.00,2.98,5.95,500
1991-07-31,15.37,96.10,5.23,27.67,199.83,199.83,215.21,991.10,0.00,0.00,0.00,43.04,46.12,54.50,0.00,14.76,0.92,0.00,0.00,33.81,0.00,0.00,0.30,650,5.10,49.34,0.10,2.50,3.70,0.74,0.00,0.00,3.07,6.15,500
1991-08-31,15.37,96.10,5.23,27.67,199.83,199.83,215.21,548.91,0.00,0.00,0.00,43.04,46.12,55.66,0.00,11.68,0.92,0.00,0.00,15.09,0.00,0.00,0.00,650,5.10,57.02,0.10,2.40,3.70,0.74,0.00,0.00,3.07,6.15,500
1991-09-30,22.31,89.75,8.93,26.78,193.39,232.06,208.26,175.54,178.51,0.00,0.00,46.02,44.63,105.07,0.00,3.33,0.89,0.00,24.15,15.09,0.00,0.00,0.00,650,4.94,61.25,0.10,2.50,1.80,0.54,0.00,0.00,2.98,5.95,500
1991-10-31,30.74,49.19,1.84,22.93,199.83,199.83,215.21,336.64,184.46,0.00,0.00,49.19,55.34,55.34,4.52,5.41,2.34,0.00,36.22,24.15,0.00,0.00,0.00,650,4.40,57.56,0.10,2.50,0.60,0.60,0.00,4.52,7.74,7.99,500
1991-11-30,29.75,47.60,4.17,17.85,193.39,193.39,208.26,249.01,208.26,1.79,0.00,47.60,53.55,53.55,7.95,16.07,13.09,0.00,36.22,24.15,0.00,0.00,0.70,650,4.25,85.25,0.10,0.90,0.60,0.60,0.00,7.95,8.93,7.74,500
1991-12-31,30.74,49.19,4.30,18.45,199.83,199.83,215.21,69.11,215.21,1.50,0.00,49.19,55.34,55.34,8.22,16.60,13.53,0.00,36.22,24.15,0.00,0.00,1.70,650,4.40,78.13,0.10,0.90,0.60,0.60,0.00,8.22,9.22,7.99,500
1992-01-31,15.37,49.19,1.84,18.45,199.83,199.83,215.21,345.58,0.00,1.51,0.00,49.19,55.34,55.34,5.14,16.60,13.53,0.00,36.22,24.15,0.00,0.00,4.00,650,4.40,73.30,0.10,0.90,0.60,0.60,0.00,5.14,9.22,7.99,500
1992-02-29,13.88,44.43,1.67,16.66,180.49,180.49,194.38,0.00,0.00,1.64,0.00,44.43,49.98,49.98,4.64,14.48,11.80,0.00,36.22,24.15,7.82,0.00,36.40,650,3.97,138.31,0.10,0.77,0.58,0.58,0.00,4.64,8.33,7.22,500
1992-03-31,15.37,15.37,3.07,18.45,199.83,199.83,215.21,0.00,0.00,1.78,0.00,49.19,46.12,46.12,4.08,19.68,13.53,0.00,36.22,24.15,2.52,0.00,39.40,650,4.40,123.29,0.10,0.90,0.60,0.60,0.00,4.08,9.22,7.99,500
1992-04-30,11.19,14.88,2.98,32.13,193.39,193.39,208.26,0.00,0.00,1.79,2.38,41.65,44.63,166.61,12.11,13.98,3.57,0.00,36.22,60.37,0.00,0.00,16.00,650,4.94,72.48,0.10,0.90,1.50,1.50,0.00,12.11,20.50,7.74,500
1992-05-31,11.56,15.37,14.58,179.79,199.83,199.83,215.21,102.37,0.00,1.84,2.46,43.04,46.12,46.12,12.11,17.52,3.69,0.00,0.00,66.41,0.00,0.00,2.20,650,5.10,72.48,0.10,2.50,4.00,1.60,0.00,12.11,20.08,7.99,500
1992-06-30,11.19,14.88,2.98,46.59,193.39,193.39,208.26,406.74,0.00,1.79,0.00,41.65,44.63,44.63,0.00,14.28,0.89,0.00,0.00,48.30,0.00,0.00,0.50,650,4.94,39.50,0.10,2.40,4.50,1.35,0.00,0.00,2.98,5.95,500
1992-07-31,11.56,15.37,5.23,27.67,199.83,199.83,215.21,590.11,0.00,0.00,0.00,43.04,46.12,46.12,0.00,11.68,0.92,0.00,0.00,33.81,0.00,0.00,0.30,650,5.10,34.03,0.10,2.50,3.70,0.74,0.00,0.00,3.07,6.15,500
1992-08-31,11.56,15.37,5.23,27.67,199.83,199.83,215.21,558.32,0.00,0.00,0.00,43.04,46.12,46.12,0.00,10.15,0.92,0.00,0.00,15.09,0.00,0.00,0.20,650,5.10,22.64,0.10,2.40,3.70,0.74,0.00,0.00,3.07,6.15,500
1992-09-30,16.72,14.88,8.93,26.78,193.39,232.06,208.26,150.05,178.51,1.79,2.38,46.02,44.63,44.63,0.00,2.73,0.89,0.00,24.15,15.09,0.00,0.00,0.00,650,4.94,44.20,0.10,2.50,1.80,0.54,0.00,0.00,2.98,5.95,500
1992-10-31,23.06,39.00,9.22,22.93,199.83,199.83,215.21,300.57,184.46,0.92,0.00,49.19,55.34,55.34,3.59,4.39,2.34,0.00,42.26,30.19,0.00,0.00,0.00,650,5.81,39.73,0.10,4.60,0.60,0.60,0.00,3.59,7.74,19.98,500
1992-11-30,22.31,31.35,8.93,17.85,193.39,193.39,208.26,0.00,208.26,1.79,0.00,47.60,53.55,53.55,6.32,16.07,13.09,0.00,42.26,30.19,0.00,0.00,0.10,650,5.62,72.23,0.10,1.20,0.60,0.60,0.00,6.32,8.93,19.34,500
1992-12-31,30.74,49.19,9.22,18.45,199.83,199.83,215.21,0.00,215.21,1.84,0.00,49.19,55.34,55.34,6.53,16.60,13.53,0.00,42.26,30.19,1.58,0.00,13.10,650,5.81,82.53,0.10,1.20,0.60,0.60,0.00,6.53,9.22,19.98,500
